Team 1,Team 1 Score,Team 2,Team 2 Score,Ref Team,Location,Date,Time
R-05 Blockunawa,,R-02 KrakenBalls,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 6",7:00 PM
R-08 Spikesus,,R-05 Blockunawa,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 6",7:45 PM
R-08 Spikesus,,R-05 Blockunawa,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 6",7:45 PM
R-08 Spikesus,,R-02 KrakenBalls,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 6",8:30 PM
R-08 Spikesus,,R-02 KrakenBalls,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 6",8:30 PM
R-09 Volley Valkyries,,R-04 Digfoot,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 6",9:15 PM
R-09 Volley Valkyries,,R-04 Digfoot,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 6",9:15 PM
R-06 Pegasets,,R-03 Serverus,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Mar 6",9:15 PM
R-06 Pegasets,,R-03 Serverus,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Mar 6",9:15 PM
R-01 Dragon Slayers,,R-09 Volley Valkyries,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 6",10:00 PM
R-01 Dragon Slayers,,R-09 Volley Valkyries,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 6",10:00 PM
R-07 Blockness Monsters,,R-06 Pegasets,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Mar 6",10:00 PM
R-07 Blockness Monsters,,R-06 Pegasets,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Mar 6",10:00 PM
R-01 Dragon Slayers,,R-04 Digfoot,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 6",10:45 PM
R-01 Dragon Slayers,,R-04 Digfoot,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 6",10:45 PM
R-07 Blockness Monsters,,R-03 Serverus,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Mar 6",10:45 PM
R-07 Blockness Monsters,,R-03 Serverus,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Mar 6",10:45 PM
R-06 Pegasets,,R-02 KrakenBalls,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 20",7:00 PM
R-06 Pegasets,,R-02 KrakenBalls,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 20",7:00 PM
R-03 Serverus,,R-05 Blockunawa,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Mar 20",7:00 PM
R-03 Serverus,,R-05 Blockunawa,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Mar 20",7:00 PM
R-09 Volley Valkyries,,R-06 Pegasets,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 20",7:45 PM
R-09 Volley Valkyries,,R-06 Pegasets,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 20",7:45 PM
R-04 Digfoot,,R-03 Serverus,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Mar 20",7:45 PM
R-04 Digfoot,,R-03 Serverus,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Mar 20",7:45 PM
R-09 Volley Valkyries,,R-02 KrakenBalls,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 20",8:30 PM
R-09 Volley Valkyries,,R-02 KrakenBalls,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 20",8:30 PM
R-04 Digfoot,,R-05 Blockunawa,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Mar 20",8:30 PM
R-04 Digfoot,,R-05 Blockunawa,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Mar 20",8:30 PM
R-07 Blockness Monsters,,R-01 Dragon Slayers,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 20",9:15 PM
R-07 Blockness Monsters,,R-01 Dragon Slayers,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 20",9:15 PM
R-08 Spikesus,,R-07 Blockness Monsters,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 20",10:00 PM
R-08 Spikesus,,R-07 Blockness Monsters,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 20",10:00 PM
R-08 Spikesus,,R-01 Dragon Slayers,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 20",10:45 PM
R-08 Spikesus,,R-01 Dragon Slayers,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 20",10:45 PM
R-03 Serverus,,R-02 KrakenBalls,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 27",7:00 PM
R-03 Serverus,,R-02 KrakenBalls,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 27",7:00 PM
R-01 Dragon Slayers,,R-03 Serverus,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 27",7:45 PM
R-01 Dragon Slayers,,R-03 Serverus,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 27",7:45 PM
R-01 Dragon Slayers,,R-02 KrakenBalls,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 27",8:30 PM
R-01 Dragon Slayers,,R-02 KrakenBalls,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 27",8:30 PM
R-04 Digfoot,,R-08 Spikesus,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 27",9:15 PM
R-04 Digfoot,,R-08 Spikesus,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 27",9:15 PM
R-07 Blockness Monsters,,R-05 Blockunawa,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Mar 27",9:15 PM
R-07 Blockness Monsters,,R-05 Blockunawa,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Mar 27",9:15 PM
R-06 Pegasets,,R-04 Digfoot,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 27",10:00 PM
R-06 Pegasets,,R-04 Digfoot,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 27",10:00 PM
R-09 Volley Valkyries,,R-07 Blockness Monsters,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Mar 27",10:00 PM
R-09 Volley Valkyries,,R-07 Blockness Monsters,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Mar 27",10:00 PM
R-06 Pegasets,,R-08 Spikesus,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 27",10:45 PM
R-06 Pegasets,,R-08 Spikesus,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Mar 27",10:45 PM
R-09 Volley Valkyries,,R-05 Blockunawa,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Mar 27",10:45 PM
R-09 Volley Valkyries,,R-05 Blockunawa,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Mar 27",10:45 PM
R-04 Digfoot,,R-03 Serverus,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 10",7:00 PM
R-04 Digfoot,,R-03 Serverus,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 10",7:00 PM
R-06 Pegasets,,R-09 Volley Valkyries,,,StarCenter Multisport - North Lake (Court 2),"Fri, Apr 10",7:00 PM
R-06 Pegasets,,R-09 Volley Valkyries,,,StarCenter Multisport - North Lake (Court 2),"Fri, Apr 10",7:00 PM
R-07 Blockness Monsters,,R-04 Digfoot,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 10",7:45 PM
R-07 Blockness Monsters,,R-04 Digfoot,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 10",7:45 PM
R-08 Spikesus,,R-06 Pegasets,,,StarCenter Multisport - North Lake (Court 2),"Fri, Apr 10",7:45 PM
R-08 Spikesus,,R-06 Pegasets,,,StarCenter Multisport - North Lake (Court 2),"Fri, Apr 10",7:45 PM
R-07 Blockness Monsters,,R-03 Serverus,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 10",8:30 PM
R-07 Blockness Monsters,,R-03 Serverus,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 10",8:30 PM
R-08 Spikesus,,R-09 Volley Valkyries,,,StarCenter Multisport - North Lake (Court 2),"Fri, Apr 10",8:30 PM
R-08 Spikesus,,R-09 Volley Valkyries,,,StarCenter Multisport - North Lake (Court 2),"Fri, Apr 10",8:30 PM
R-01 Dragon Slayers,,R-05 Blockunawa,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 10",9:15 PM
R-01 Dragon Slayers,,R-05 Blockunawa,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 10",9:15 PM
R-02 KrakenBalls,,R-01 Dragon Slayers,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 10",10:00 PM
R-02 KrakenBalls,,R-01 Dragon Slayers,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 10",10:00 PM
R-02 KrakenBalls,,R-05 Blockunawa,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 10",10:45 PM
R-02 KrakenBalls,,R-05 Blockunawa,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 10",10:45 PM
R-05 Blockunawa,,R-09 Volley Valkyries,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 17",7:00 PM
R-05 Blockunawa,,R-09 Volley Valkyries,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 17",7:00 PM
R-07 Blockness Monsters,,R-05 Blockunawa,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 17",7:45 PM
R-07 Blockness Monsters,,R-05 Blockunawa,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 17",7:45 PM
R-07 Blockness Monsters,,R-09 Volley Valkyries,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 17",8:30 PM
R-07 Blockness Monsters,,R-09 Volley Valkyries,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 17",8:30 PM
R-03 Serverus,,R-01 Dragon Slayers,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 17",9:15 PM
R-03 Serverus,,R-01 Dragon Slayers,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 17",9:15 PM
R-06 Pegasets,,R-04 Digfoot,,,StarCenter Multisport - North Lake (Court 2),"Fri, Apr 17",9:15 PM
R-06 Pegasets,,R-04 Digfoot,,,StarCenter Multisport - North Lake (Court 2),"Fri, Apr 17",9:15 PM
R-08 Spikesus,,R-03 Serverus,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 17",10:00 PM
R-08 Spikesus,,R-03 Serverus,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 17",10:00 PM
R-02 KrakenBalls,,R-06 Pegasets,,,StarCenter Multisport - North Lake (Court 2),"Fri, Apr 17",10:00 PM
R-02 KrakenBalls,,R-06 Pegasets,,,StarCenter Multisport - North Lake (Court 2),"Fri, Apr 17",10:00 PM
R-08 Spikesus,,R-01 Dragon Slayers,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 17",10:45 PM
R-08 Spikesus,,R-01 Dragon Slayers,,,StarCenter Multisport - North Lake (Court 1),"Fri, Apr 17",10:45 PM
R-02 KrakenBalls,,R-04 Digfoot,,,StarCenter Multisport - North Lake (Court 2),"Fri, Apr 17",10:45 PM
R-02 KrakenBalls,,R-04 Digfoot,,,StarCenter Multisport - North Lake (Court 2),"Fri, Apr 17",10:45 PM
R-07 Blockness Monsters,,R-06 Pegasets,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Apr 24",7:00 PM
R-07 Blockness Monsters,,R-06 Pegasets,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Apr 24",7:00 PM
R-08 Spikesus,,R-05 Blockunawa,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Apr 24",7:00 PM
R-08 Spikesus,,R-05 Blockunawa,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Apr 24",7:00 PM
R-01 Dragon Slayers,,R-07 Blockness Monsters,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Apr 24",7:45 PM
R-01 Dragon Slayers,,R-07 Blockness Monsters,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Apr 24",7:45 PM
R-04 Digfoot,,R-08 Spikesus,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Apr 24",7:45 PM
R-04 Digfoot,,R-08 Spikesus,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Apr 24",7:45 PM
R-01 Dragon Slayers,,R-06 Pegasets,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Apr 24",8:30 PM
R-01 Dragon Slayers,,R-06 Pegasets,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Apr 24",8:30 PM
R-04 Digfoot,,R-05 Blockunawa,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Apr 24",8:30 PM
R-04 Digfoot,,R-05 Blockunawa,,,StarCenter Multisport - Farmers Branch (Court 2),"Fri, Apr 24",8:30 PM
R-09 Volley Valkyries,,R-03 Serverus,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Apr 24",9:15 PM
R-09 Volley Valkyries,,R-03 Serverus,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Apr 24",9:15 PM
R-02 KrakenBalls,,R-09 Volley Valkyries,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Apr 24",10:00 PM
R-02 KrakenBalls,,R-09 Volley Valkyries,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Apr 24",10:00 PM
R-02 KrakenBalls,,R-03 Serverus,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Apr 24",10:45 PM
R-02 KrakenBalls,,R-03 Serverus,,,StarCenter Multisport - Farmers Branch (Court 1),"Fri, Apr 24",10:45 PM
S-02 - I Write Sets Not Tragedies,,S-16,,S-07,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 23",7:00 PM
S-02 - I Write Sets Not Tragedies,,S-16,,S-07,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 23",7:00 PM
S-15,,S-14 - Chex Appeal,,S-01,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 23",7:00 PM
S-15,,S-14 - Chex Appeal,,S-01,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 23",7:00 PM
S-17,,S-13 - Ace Krispies,,S-08,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 23",7:00 PM
S-17,,S-13 - Ace Krispies,,S-08,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 23",7:00 PM
S-07,,S-02 - I Write Sets Not Tragedies,,S-16,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 23",7:45 PM
S-07,,S-02 - I Write Sets Not Tragedies,,S-16,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 23",7:45 PM
S-01,,S-15,,S-14,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 23",7:45 PM
S-01,,S-15,,S-14,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 23",7:45 PM
S-08 - Cereal Killers,,S-17,,S-13,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 23",7:45 PM
S-08 - Cereal Killers,,S-17,,S-13,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 23",7:45 PM
S-07,,S-16,,S-02,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 23",8:30 PM
S-07,,S-16,,S-02,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 23",8:30 PM
S-01,,S-14 - Chex Appeal,,S-15,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 23",8:30 PM
S-01,,S-14 - Chex Appeal,,S-15,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 23",8:30 PM
S-08 - Cereal Killers,,S-13 - Ace Krispies,,S-17,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 23",8:30 PM
S-08 - Cereal Killers,,S-13 - Ace Krispies,,S-17,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 23",8:30 PM
S-05,,S-04 - Sets With Me,,S-11,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 23",9:15 PM
S-05,,S-04 - Sets With Me,,S-11,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 23",9:15 PM
S-06 - Frosted Freaks,,S-03,,S-12,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 23",9:15 PM
S-06 - Frosted Freaks,,S-03,,S-12,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 23",9:15 PM
S-09 - Honey Nut Cheeri-Hoes,,S-18 - Spike Krispies,,S-10,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 23",9:15 PM
S-09 - Honey Nut Cheeri-Hoes,,S-18 - Spike Krispies,,S-10,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 23",9:15 PM
S-11 - Cap'n C*nt,,S-05,,S-04,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 23",10:00 PM
S-11 - Cap'n C*nt,,S-05,,S-04,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 23",10:00 PM
S-12,,S-06 - Frosted Freaks,,S-03,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 23",10:00 PM
S-12,,S-06 - Frosted Freaks,,S-03,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 23",10:00 PM
S-10 - Count Blockula,,S-09 - Honey Nut Cheeri-Hoes,,S-18,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 23",10:00 PM
S-10 - Count Blockula,,S-09 - Honey Nut Cheeri-Hoes,,S-18,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 23",10:00 PM
S-11 - Cap'n C*nt,,S-04 - Sets With Me,,S-05,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 23",10:45 PM
S-11 - Cap'n C*nt,,S-04 - Sets With Me,,S-05,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 23",10:45 PM
S-12,,S-03,,S-06,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 23",10:45 PM
S-12,,S-03,,S-06,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 23",10:45 PM
S-10 - Count Blockula,,S-18 - Spike Krispies,,S-09,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 23",10:45 PM
S-10 - Count Blockula,,S-18 - Spike Krispies,,S-09,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 23",10:45 PM
S-12,16,S-11 - Cap'n C*nt,25,S-08,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 30",7:00 PM
S-12,12,S-11 - Cap'n C*nt,25,S-08,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 30",7:00 PM
S-16,25,S-13 - Ace Krispies,20,S-10,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 30",7:00 PM
S-16,20,S-13 - Ace Krispies,18,S-10,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 30",7:00 PM
S-17,26,S-14 - Chex Appeal,24,S-04,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 30",7:00 PM
S-17,15,S-14 - Chex Appeal,25,S-04,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 30",7:00 PM
S-08 - Cereal Killers,20,S-12,25,S-11,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 30",7:45 PM
S-08 - Cereal Killers,16,S-12,12,S-11,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 30",7:45 PM
S-10 - Count Blockula,25,S-16,15,S-13,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 30",7:45 PM
S-10 - Count Blockula,25,S-16,14,S-13,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 30",7:45 PM
S-04 - Sets With Me,26,S-17,24,S-14,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 30",7:45 PM
S-04 - Sets With Me,23,S-17,12,S-14,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 30",7:45 PM
S-08 - Cereal Killers,25,S-11 - Cap'n C*nt,18,S-12,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 30",8:30 PM
S-08 - Cereal Killers,22,S-11 - Cap'n C*nt,21,S-12,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 30",8:30 PM
S-10 - Count Blockula,25,S-13 - Ace Krispies,13,S-16,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 30",8:30 PM
S-10 - Count Blockula,25,S-13 - Ace Krispies,13,S-16,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 30",8:30 PM
S-04 - Sets With Me,25,S-14 - Chex Appeal,21,S-17,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 30",8:30 PM
S-04 - Sets With Me,12,S-14 - Chex Appeal,16,S-17,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 30",8:30 PM
S-15,22,S-07,25,S-03,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 30",9:15 PM
S-15,20,S-07,6,S-03,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 30",9:15 PM
S-01,17,S-09 - Honey Nut Cheeri-Hoes,25,S-02,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 30",9:15 PM
S-01,18,S-09 - Honey Nut Cheeri-Hoes,25,S-02,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 30",9:15 PM
S-05,17,S-18 - Spike Krispies,25,S-06,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 30",9:15 PM
S-05,21,S-18 - Spike Krispies,23,S-06,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 30",9:15 PM
S-03,8,S-15,25,S-07,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 30",10:00 PM
S-03,22,S-15,25,S-07,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 30",10:00 PM
S-02 - I Write Sets Not Tragedies,23,S-01,25,S-09,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 30",10:00 PM
S-02 - I Write Sets Not Tragedies,25,S-01,23,S-09,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 30",10:00 PM
S-06 - Frosted Freaks,25,S-05,17,S-18,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 30",10:00 PM
S-06 - Frosted Freaks,25,S-05,16,S-18,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 30",10:00 PM
S-03,23,S-07,25,S-15,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 30",10:45 PM
S-03,13,S-07,17,S-15,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Jan 30",10:45 PM
S-02 - I Write Sets Not Tragedies,23,S-09 - Honey Nut Cheeri-Hoes,25,S-01,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 30",10:45 PM
S-02 - I Write Sets Not Tragedies,18,S-09 - Honey Nut Cheeri-Hoes,15,S-01,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Jan 30",10:45 PM
S-06 - Frosted Freaks,22,S-18 - Spike Krispies,25,S-05,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 30",10:45 PM
S-06 - Frosted Freaks,15,S-18 - Spike Krispies,18,S-05,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Jan 30",10:45 PM
S-15,,S-08 - Cereal Killers,,S-05,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Feb 6",7:00 PM
S-15,,S-08 - Cereal Killers,,S-05,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Feb 6",7:00 PM
S-06 - Frosted Freaks,,S-14 - Chex Appeal,,S-11,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Feb 6",7:00 PM
S-06 - Frosted Freaks,,S-14 - Chex Appeal,,S-11,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Feb 6",7:00 PM
S-16,,S-03,,S-01,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Feb 6",7:00 PM
S-16,,S-03,,S-01,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Feb 6",7:00 PM
S-05,,S-15,,S-08,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Feb 6",7:45 PM
S-05,,S-15,,S-08,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Feb 6",7:45 PM
S-11 - Cap'n C*nt,,S-06 - Frosted Freaks,,S-14,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Feb 6",7:45 PM
S-11 - Cap'n C*nt,,S-06 - Frosted Freaks,,S-14,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Feb 6",7:45 PM
S-01,,S-16,,S-03,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Feb 6",7:45 PM
S-01,,S-16,,S-03,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Feb 6",7:45 PM
S-05,,S-08 - Cereal Killers,,S-15,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Feb 6",8:30 PM
S-05,,S-08 - Cereal Killers,,S-15,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Feb 6",8:30 PM
S-11 - Cap'n C*nt,,S-14 - Chex Appeal,,S-06,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Feb 6",8:30 PM
S-11 - Cap'n C*nt,,S-14 - Chex Appeal,,S-06,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Feb 6",8:30 PM
S-01,,S-03,,S-16,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Feb 6",8:30 PM
S-01,,S-03,,S-16,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Feb 6",8:30 PM
S-18 - Spike Krispies,,S-13 - Ace Krispies,,S-07,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Feb 6",9:15 PM
S-18 - Spike Krispies,,S-13 - Ace Krispies,,S-07,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Feb 6",9:15 PM
S-02 - I Write Sets Not Tragedies,,S-10 - Count Blockula,,S-04,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Feb 6",9:15 PM
S-02 - I Write Sets Not Tragedies,,S-10 - Count Blockula,,S-04,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Feb 6",9:15 PM
S-12,,S-09 - Honey Nut Cheeri-Hoes,,S-17,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Feb 6",9:15 PM
S-12,,S-09 - Honey Nut Cheeri-Hoes,,S-17,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Feb 6",9:15 PM
S-07,,S-18 - Spike Krispies,,S-13,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Feb 6",10:00 PM
S-07,,S-18 - Spike Krispies,,S-13,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Feb 6",10:00 PM
S-04 - Sets With Me,,S-02 - I Write Sets Not Tragedies,,S-10,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Feb 6",10:00 PM
S-04 - Sets With Me,,S-02 - I Write Sets Not Tragedies,,S-10,StarCenter Multisport - Farmers Branch (Court 9),"Fri, Feb 6",10:00 PM
S-17,,S-12,,S-09,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Feb 6",10:00 PM
S-17,,S-12,,S-09,StarCenter Multisport - Farmers Branch (Court 10),"Fri, Feb 6",10:00 PM
S-07,,S-13 - Ace Krispies,,S-18,StarCenter Multisport - Farmers Branch (Court 8),"Fri, Feb 6",10:45 PM
